,text,sentiment
8757,"RT @NancyOsborne180: #GOPDebate #BATsAsk @BadassTeachersA #TBATs Debate over We learned nothing new 
http://t.co/VMtnRi7xev http://t.co/6mtâ€¦",Neutral
8758,RT @samugranados: Robert Costa / David Weigel breaking down the #GOPdebate in this neat presentation by @Tan_Shelly  @SethBlanchard http://â€¦,Neutral
8759,"#GOPDebate rankings: worst to be performance - Rubio, Kasich, Christie, Bush, Trump, Cruz, Walker, Paul, Huckabee, Carson.",Negative
8760,RT @zellieimani: Twitter Users Takeover #GOPDebate Hashtag to Drag GOP Candidates https://t.co/lMzNoMpFMW #KKKorGOP http://t.co/EWEz899A0c,Neutral
8761,"RT @Tombx7M: Will someone please tell Megyn it's not about her.
#kellyfile #GOPDebate",Negative
8762,These boys imagine themselves in the Oval Office? God help us all. #GOPdebate #debate #houseofcards,Negative
8763,RT @zellieimani: Twitter Users Takeover #GOPDebate Hashtag to Drag GOP Candidates https://t.co/lMzNoMpFMW #KKKorGOP http://t.co/EWEz899A0c,Neutral
8764,"RT @ArcticFox2016: RT @AllenWestRepub ""Dear @JebBush #GOPDebate #NotAMistake http://t.co/TtFG7KYcd9""",Neutral
8765,"RT @BobLonsberry: Biggest losers in the #GOPDebate were @megynkelly and Chris Wallace. Cynical, arrogant, condescending game-show hosts.",Negative
8766,"#BlackLives don't matter, apparently, to Republican candidates for president  http://t.co/8rfevFWSXx / or to @FoxNews #uniteblue #GOPDebate",Negative
8767,RT @RFHKerry: If you think ANY of these people are qualified...unfollow me.  #GOPDebate,Negative
8768,#GOPDebate: Ted Cruzâ€™s Precious Daughters Steal The Show: There were certainly someÂ â€œdid they really just say ... http://t.co/jzlh4Lrzh4,Positive
8769,"RT @KateThomas: This literally couldn't be more true for me. ""I Watched the #GOPDebate &amp; All I Got Was a Lousy Hangover"" http://t.co/cxch7Xâ€¦",Negative
8770,RT @roseperson: @TheDailyEdge @kharyp Jeb Bush promised families the fallen troops won't have died in vain. How about victims of gun violenâ€¦,Negative
8771,Democrats #progress #GOPDebate  https://t.co/xJqCqeT2NM,Neutral
8772,"RT @XLNB: Black people, if you need anymore indication why Republicans hate us. Peep this. #GOPDebate http://t.co/Bh0ChsY5Eh",Negative
8773,"RT @brian_mcgill: Fantastic statistical breakdown of the #GOPdebate from @randyyeip, @stuartathompson last night.http://t.co/dbGL8GdFPb httâ€¦",Neutral
8774,What should you do the day after last night's #GOPDebate? Google @CarlyFiorina,Positive
8775,"RT @Momfullofhope: Bingo #GOPDebate #KochBrothers 
#Puppets Wined and Dined last weekendas planned #Shameful 
#MakeAmericaGreatAgain  httpsâ€¦",Negative
8776,"@realDonaldTrump treated @RandPaul like the little gnat he is. 
#GOPDebate #tcot #trump #MakeAmericaGreatAgain #GoTrump",Positive
8777,RT @STrimel: No one summed it up better than #BernieSanders. #GOPDebate  https://t.co/jL65PKp3Ua,Neutral
8778,".@BorowitzReport assesses Walker's #GOPDebate performance, via @NewYorker: http://t.co/87P5EeW8W7",Positive
8779,"RT @georgehenryw: The Master of Useful Humor

#gopdebate #imwithhuck #gop #ccot #teaparty #tcot #makedclisten #wethepeople #uniteright
httpâ€¦",Neutral
8780,RT @jjauthor: â€œ@thehill: Hillary spent the #GOPDebate with Kim and Kanye: http://t.co/VbfNUAiAqo http://t.co/umgxs9lXnLâ€ The Three Stooges!,Neutral
8781,"RT @ChrisChristie: We have to stop worrying about being loved &amp; start worrying about being respected. #TellingItLikeItIs #GOPDebate
https:/â€¦",Positive
8782,"RT @AmyMek: Conservatives are a people without a Network! 

#GOPDebate @FoxNews",Negative
8783,RT @Writeintrump: #GOPDebate After Party Update: I'm still waiting for Ben Carson to introduce me to those twins he bragged about.  I hope â€¦,Neutral
8784,'Is Joe Flacco elite' sign crashes Republican debate...Still no one knows. http://t.co/YPQvOMX5Ne #NFL #GOPDebate,Neutral
8785,Did @realDonaldTrump ever tell @megynkelly to go wait in the car? Her bad attitude suggests it. #WarOnWomen #GOPDebate,Positive
8786,"RT @GordonPress: I would love a Fiorina, Rubio, Huckabee, Walker, Cruz debate. each has great strengths. Who's with me? #GOPDebate",Positive
8787,"RT @realDonaldTrump: ""@FrankLuntz: I'm getting a lot of @MegynKelly hatemail tonight. ðŸ˜† #GOPDebate"" She is totally overrated and angry. Sheâ€¦",Negative
8788,Democrats #progress #GOPDebate  https://t.co/xJqCqeT2NM,Neutral
8789,"RT @OhNoSheTwitnt: ""Has God ever talked to you?"" -an actual real #GOPDebate question. Seriously.",Neutral
8790,RT @CharlotteLaws: Chris Christie is really standing out at the #GOPdebate,Positive
8791,Kasich the clear standout among #GOPDebate cannon fodder. But his record contradicts statements on LGBT acceptance: http://t.co/YNucKULnjV,Positive
8792,"RT @FrankConniff: Fox News #GOPDebate interviewer to candidates: ""What's your take on these GOP talking points I'm feeding you?""",Negative
8793,"#GOPDebate 2016 #teamdrbencarson @RealBenCarson  WOW! Brilliant, Cool, Calm &amp; Collected.#empowering",Positive
8794,RT @BHowl_: How come there's no talk about climate change? Has anyone here even seen California right now? #GOPDebate #DebateWithBernie,Negative
8795,"@realDonaldTrump got ""trumped"" by @megynkelly #GOPDebate",Neutral
8796,RT kayleymelissa: #GOPDebate is like the trial from The Unbreakable Kimmy Schmidt and Donaâ€¦ http://t.co/jAqjwnndgB http://t.co/4WblZpp8lJ,Neutral
8797,"On substance, Rand Paul bested Christie Kreme. http://t.co/GCsszPjtHT #NSA #GOPDebate #StandwithRand",Positive
8798,RT @k_mcq: Megyn Kelly is acting like an SJW repeating @PPact talking points &amp; taking insults against feminists personally. Waste of space!â€¦,Negative
8799,RT @JamesViser: Huh. Half of Clinton's charity went to...the Clintons! http://t.co/BVwRoSgWAL #copolitics #Hillary2016 #StopHillary #UniteBâ€¦,Negative
8800,"RT @RealBenCarson: Supporter Question: ""What's your most overused word?"" My Answer: ""Oh my..."" A great day here at #GOPDebate. #BC2DC16 httâ€¦",Neutral
8801,"RT @jilltwiss: ""My dad was a mailman"" - Kasich
""My dad was the President"" -Bush
""My dad gave me all my money"" - Trump #GOPDebate",Neutral
8802,RT @Playing_Dad: Settling in for the #GOPDebate http://t.co/W6W3e5NBOa,Neutral
8803,RT @jonmcclellan: Watch @TedCruz strong closing statement at the #GOPdebate: Video: https://t.co/kQlgCBaV7p #CruzCrew,Positive
8804,The human embodiment of Â¯\_(ãƒ„)_/Â¯ #GOPDebate http://t.co/rUkXAyZMbu,Neutral
8805,"RT @LindaSuhler: First Republican Debate: The Candidate Report Card
.@benshapiro
#GOPDebate
http://t.co/9mFIPuCSLG

#tcot http://t.co/ZvHw0â€¦",Neutral
8806,Trump just said @JebBush is a true gentleman &amp; then they started violently 69ing. #GOPDebate,Negative
8807,RT @tedcruz: Over the past six years we've seen the results of the Obama-Clinton foreign policy. Leading from behind is a disaster. #GOPDebâ€¦,Positive
8808,"Although the occasional dick, @realDonaldTrump sure knows how to keep these political debates alive and exciting. #GOPDebate",Negative
8809,"RT @stockwizards3: Trump/Carson ticket would win in a landslide...
@realDonaldTrump @seanhannity @AnnCoulter #Republican #potus #Trump2016 â€¦",Negative
8810,RT @TeamMarco: Marco nailed it on abortion. We must protect life. #GOPDebate http://t.co/Nn6S7dO22J,Positive
8811,This is my favorite quote of the #GOPDebate This is the only point @realDonaldTrump needed to make.  https://t.co/KwHdfmUvA5,Positive
8812,My takeaway from the #GOPDebate: No clear winner. No clear loser. This clarifies nothing and muddies everything. http://t.co/VWeL501biB,Neutral
8813,".@megynkelly displayed ""utmost authority"" at @foxnews #GOPDebate, critic says. http://t.co/8JbvwJTj3T http://t.co/mel8jxm19b",Positive
8814,I honestly really want to hear what Ben Carson has to say #GOPDebate,Neutral
8815,RT @ColorOfChange: Or better said: http://t.co/mXxHGYMb2a #KKKorGOP #GOPDebate,Neutral
8816,"RT @kesgardner: Of course, the AssClown won't pledge not to run as a third party candidate. #GOPDebate",Negative
8817,Highlight video from #Iowa debate parties last night.  Part 1. Full vid here. https://t.co/ZAQ07p8qY6 #GOPDebate http://t.co/wV0ivyqUdh,Neutral
8818,"RT @renomarky: â˜‘ never watch #KellyFile again

1. #GOPDebate questions 
2. Pandering to @DWStweets 
3. Making it about ratings notðŸ‡ºðŸ‡¸ http:/â€¦",Negative
8819,@TheRightScoop well @FrankLuntz focus group certainly doesn't match today's #GOPDebate polls,Neutral
8820,"RT @gahtbomb: Mike Huckabee: ""the purpose of the military is to kill people and break things"" #GOPDebate",Neutral
8821,"RT @DanScavino: .@MegynKelly,
You failed the American people tonight. 
You tried to make history, by destroying @realDonaldTrump. #KellyFaiâ€¦",Negative
8822,"RT @4gen234: Hillary Clinton's reaction upon seeing Carly Fiorina won the night.
#Carly2016 #GOPDebate http://t.co/esd4F4ARNS",Neutral
8823,"RT @maggieserota: ""Any word from God?"" is an actual question being posed to a group of grownups. #GOPDebate",Neutral
8824,RT @LilaGraceRose: .@megynkelly Abortion is never medically necessary. Why are you touting @PPact talking points in question to @ScottWalkeâ€¦,Negative
8825,Please help the Maryknoll Sisters replace windows in their convent https://t.co/fDgXG3VV13 #Catholic #gofundme #trcot #GOPDebate,Positive
8826,"RT @thesuperficial: ""Hey, guys. Women are allowed to vote.""
""WHAT?""
""That's impossible!""
""Build a wall around their uterus!""
""Ronald Reaganâ€¦",Negative
8827,"RT @fakedansavage: Trump: ""If I'm the nominee, I will not run as an independent."" #GOPDebate",Neutral
8828,RT @JonyIveParody: I havenâ€™t seen a room this white since I filmed my last Apple product video. #GOPDebate,Neutral
8829,Bring on the Democratic Debate already. Please &amp; Thank You #GOPDebate,Neutral
8830,RT @BHowl_: How come there's no talk about climate change? Has anyone here even seen California right now? #GOPDebate #DebateWithBernie,Negative
8831,RT @AdamSmith_USA: democrats watching the #GOPDebate http://t.co/MuSUto1iRh,Negative
8832,Hope #tcot&amp;#tgdn enjoyed the pander-fest at the #GOPDebate debate last night. How does spoon-fed pap taste? @GOP @BuhByeGOP  @LOLGOP,Neutral
8833,RT @amysmith70: .@CarlyFiorina Shows How to Push Back Against Matthews on @Hardball #msnbc #mediabias #GOPDebate  http://t.co/dXxIhajzg9,Neutral
8834,RT @_MusicLuvr: @FoxNews #GOPDebate last night was good. @ChrisChristie &amp; surprisingly @RandPaul brought the fireworks.,Positive
8835,Giving credit where it's due: I thought all three #GOPDebate moderators did a great job. They took it to the candidates.,Positive
8836,Fact checking (for those just recovering from last night's #DrinkingGame #GOPDebate ) http://t.co/8iBAcPcs7D,Negative
8837,RT @fl_dreamer: Haha a little saas from @voxdotcom this morning towards @realDonaldTrump. #FactChecked #GOPDebate http://t.co/dAeCtmLlaj,Negative
8838,"WSJThinkTank: RT rentamob: In #GOPDebate, John Kasich showed himself to be an alternative to Jeb Bush, says LindaJKillian:  â€¦",Neutral
8839,Gotta love @megynkelly #GOPDebate,Positive
8840,RT @ScorpionsPriest: Best moment of the #GOPDebate last night: Rand telling Christie to go get another hug from Obama.,Positive
8841,"""Was GOP Debate a Campaign Preview or Rearview?"" by @BradBannon on @LinkedIn https://t.co/n0mko8qQIE #UniteBlue #P2 #POTUS #GOPDebate #RSG15",Neutral
8842,17 candidates + #Trump makes the #GOPDebate interesting for a change! Top 10 moments from Thursday's debate http://t.co/1069hw6pbl,Positive
8843,"RT @gov: Most-Tweeted @GovMikeHuckabee #GOPDebate moment: saying purpose of military ""to kill people/break things"" re trans servicemembers",Negative
8844,"RT @hemdash: if you were actually having a life last night, GOOD NEWS! we live blogged the whole #GOPDebate for you â€”&gt; http://t.co/PR1BUdBHâ€¦",Neutral
8845,"RT @OhNoSheTwitnt: ""Has God ever talked to you?"" -an actual real #GOPDebate question. Seriously.",Neutral
8846,RT @ScottWalker: Russia &amp; China know more about @HillaryClintonâ€™s email server than Congress #GOPdebate #Walker16     http://t.co/Sd0cpKGhw1,Neutral
8847,@marthamaccallum @billhemmer #gopdebate Bill and Martha were the A Team in the first debate. 2nd debate was an ambush.,Positive
8848,RT @Vara11: @JohnKasich really impressed in last night's #GOPDebate http://t.co/RbpOmS07gC #Kasich4Us,Positive
8849,RT @itsashlyperez: listening to fetty wap while packing because i'm a true american #GOPDebate #doesthishashtagexpire?,Neutral
8850,"RT @JRehling: #GOPDebate Donald Trump says that he doesn't have time for political correctness. How does calling women ""fat pigs"" save him â€¦",Negative
8851,RT @lilwolf30: Rubio has spoken the #truth! #WakeUpAmerica #GOPDebate http://t.co/Cl2BuZXQYZ,Positive
8852,RT @ChronicleMike: Walker on why changed postn on immig: Need to secure border. Met with TxGovAbbott. Know more #GOPdebate #txlege #txpolitâ€¦,Neutral
8853,RT @2DOPEANTIBHVR: Politics of the stomach #GOPDebate,Neutral
8854,RT @JaysWorldLive: Why should he?  It's already been said.  Would apology be believable?  #GOPDebate  https://t.co/1mUbzwAMWu,Neutral
8855,"RT @FredZeppelin12: WINNER OF TONIGHT's TWO DEBATES:

@CarlyFiorina  

#GOPDebate",Positive
8856,RT @realOBF: God is up next on the #GOPDebate ... http://t.co/tUdL2F7Zs1,Neutral
8857,"RT @Gabby_Hoffman: .@tedcruz is the smartest, most underrated candidate up on stage. We should be looking to him for leadership. #GOPDebate",Positive
8858,"#Trump is right about @megynkelly but really needs to study Matthew 7, verses 3-5. #GOPDebate  https://t.co/ygNprhiehV",Positive
8859,#GOPDebate #BlackTwitter about last night https://t.co/Zh9M8Bx4vb,Neutral
8860,RT @carljacksonshow: #BenCarson great close! He operates on brains so he doesn't worry about skin color. #GOPDebate,Positive
8861,"Maybe the GOP just got Piven &amp; Cloward confused with Pinkard &amp; Bowden? ""She thinks I steal cars..."" @kevinbaker @KevinMKruse #GOPdebate",Neutral
8862,RT @zellieimani: Twitter Users Takeover #GOPDebate Hashtag to Drag GOP Candidates https://t.co/lMzNoMpFMW #KKKorGOP http://t.co/EWEz899A0c,Neutral
8863,You're right Last I heard @SenSanders was that only women could give birth to s child. Has that changed? #GOPDebate  https://t.co/5HkCefp1hf,Positive
8864,Is God going to be like the Co-president or something? #GOPDebate #eleventhdebater,Negative
8865,"RT @RedStateJake: NEWSFLASH: You need to be knocked down a peg or 3, @megynkelly.

#GOPDebate #KellyFile
#PJNET #tcot 
#MegynKelly http://tâ€¦",Neutral
8866,RT @greta: .@KarlRove: I think @CarlyFiorina did great tonight - @GovernorPerry did great too -OTR #greta #GOPDebate @FoxNews,Positive
8867,@HuntsmanAbby @SIRIUSXM @PeteDominick @krystalball #GOPDebate  @JonHuntsman https://t.co/AyxbtXwsKR Money Can't Buy Me Love? It Can -D Trump,Neutral
8868,RT @Bipartisanism: A message to the #GOPDebate candidates: http://t.co/WFK5CmVgiN,Negative
8869,"RT @JeetendrSehdev: Authenticity and transparency is a cost to entry today, especially among Millennials and teens. #GOPDebate @OrlandoDishâ€¦",Neutral
8870,"RT @polly: First #GOPDebate of 2016 race: 16% of U.S. homes with TVs watched
First GOP debate of 2012 race: 5% 
http://t.co/spqlTqG2Fw",Neutral
8871,"RT @JamilSmith: Ben Carson says that folks are trying to start a race war. Is he talking about #BlackLivesMatter, or folks like Dylann Roofâ€¦",Negative
8872,â€œ@DanScavino: #GOPDebate w/ @realDonaldTrump delivered the highest ratings in the history of presidential debates. #Trump2016 Fox say thanks,Positive
8873,"RT @RadioFreeTom: Look, Trumpkins, your hero didn't even win the steak knives last night, know what I'm sayin' here? #GOPDebate",Negative
8874,Who's the real illegal alien- #GOPDebate  Farrakhan on Immigration  the Mexican Bor... https://t.co/lkLfFN2LFy via @YouTube,Negative
8875,What about @BenCarson2016 . The American people should hear more from this guy. Amazed me at the #GOPDebate #OutnumberedFNC,Positive
8876,"via @PFTCommenter, my biggest laugh from #gopdebate: http://t.co/SZ8xU8ebk1 cc: @thevenaltimes",Neutral
